C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.15CEST23:05:36

coord 12 59 48.7  +27 58 50 (ICRS, J2000, 2000), radius: 8 deg
--------------------------------------------------------------

Number of objects : 10000  (truncated to 10000 objects)

  #  |dist(asec)|             identifier              |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
-----|----------|-------------------------------------|---|-----------------------------|------|------|------|------|------|---------------|----|----
2553 |   1545.70|TT 48                                |G  |13 01 36.0 +28 09 00         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2554 |   1547.06|GMP 1977                             |G  |13 01 34.7 +28 09 42         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2555 |   1547.27|GMP 4504                             |G  |12 58 03.0 +28 09 51         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2556 |   1548.87|GMP 3635                             |G  |12 59 14.9 +28 23 33         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2557 |   1549.31|2XMM J130050.9+282042                |AG?|13 00 51.013 +28 20 42.00    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2558 |   1549.39|[APD2000] J130106.3+281814           |G  |13 01 06.1 +28 18 13         |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2559 |   1551.14|2XMM J130106.3+281811                |X  |13 01 06.357 +28 18 12.33    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2560 |   1551.19|GMP 4423                             |G  |12 58 11.2 +27 44 33         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2561 |   1551.54|GMP 1966                             |G  |13 01 36.281 +28 09 06.16    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2562 |   1552.06|[K94] 125911.88+282515.3             |Rad|13 01 36.27 +28 09 07.8      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2563 |   1552.21|GMP 1869                             |G  |13 01 45.6 +28 00 40         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2564 |   1552.73|TYC 1995-1825-1                      |V* |13 01 45.7898 +27 57 40.668  |     ~|12.42 |11.68 |11.74 |     ~|K2Ib           |   3|   0
2565 |   1552.90|XMMXCS J130106.9+281808.3            |ClG|13 01 06.900 +28 18 08.30    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2566 |   1554.53|GMP 2966                             |GiC|13 00 04.95 +27 33 10.5      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2567 |   1554.57|CAIRNS J125751.52+280018.4           |GiC|12 57 51.52 +28 00 18.4      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2568 |   1554.75|2MASX J13012635+2813146              |GiC|13 01 26.352 +28 13 14.69    |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2569 |   1554.91|[APD2000] J130106.4+281817           |IR |13 01 06.431 +28 18 16.50    |     ~|21.67 |20.42 |19.55 |18.80 |~              |   2|   0
2570 |   1555.93|5C 4.123                             |Rad|13 01 06.1 +27 39 21         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2571 |   1556.24|SDSS J125926.81+282419.0             |X  |12 59 26.824 +28 24 19.13    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2572 |   1556.46|2XMM J130143.7+280410                |X  |13 01 43.722 +28 04 10.91    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2573 |   1557.04|GMP 4004                             |G  |12 58 47.6 +28 21 01         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2574 |   1557.24|2XMM J125754.2+280455                |X  |12 57 54.363 +28 04 55.00    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2575 |   1558.39|2MASX J13014616+2757277              |GiC|13 01 46.168 +27 57 27.75    |     ~|16    |     ~|     ~|     ~|~              |   3|   0
2576 |   1558.93|GMP 4600                             |G  |12 57 52.5 +28 03 00         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2577 |   1559.17|2MASX J12582949+2818047              |GiC|12 58 29.491 +28 18 04.72    |     ~|16    |     ~|     ~|     ~|~              |  11|   0
2578 |   1562.49|GMP 4622                             |G  |12 57 50.9 +28 00 13         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2579 |   1562.80|2XMM J130107.6+281813                |AG?|13 01 07.636 +28 18 12.87    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2580 |   1562.96|GMP 1893                             |G  |13 01 42.9 +27 52 20         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2581 |   1563.88|2XMM J130007.5+282434                |X  |13 00 07.550 +28 24 33.90    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2582 |   1565.75|GMP 4625                             |G  |12 57 50.5 +27 58 57         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2583 |   1567.63|2MASX J12580070+2748115              |GiC|12 58 00.707 +27 48 11.51    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2584 |   1568.96|TYC 1995-1758-1                      |*  |13 00 24.1915 +28 23 47.155  |     ~|12.33 |11.69 |     ~|     ~|~              |   2|   0
2585 |   1569.50|GMP 2506                             |G  |13 00 42.9 +27 35 35         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2586 |   1569.84|GMP 4202                             |G  |12 58 31.2 +28 18 39         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2587 |   1570.07|[APD2000] J130115.3+281644           |IR |13 01 15.271 +28 16 44.10    |     ~|23.37 |22.02 |22.29 |     ~|~              |   2|   0
2588 |   1570.25|GMP 4266                             |G  |12 58 27.3 +27 39 50         |20.51 |     ~|19.67 |     ~|     ~|~              |   1|   0
2589 |   1570.92|2MASS J13011575+2816384              |IR |13 01 15.76 +28 16 38.4      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2590 |   1571.53|WDS J12585+2819AB                    |** |12 58 33.8 +28 19 10         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2591 |   1571.67|HD 112734                            |PM*|12 58 33.8240 +28 19 10.448  |     ~| 7.20 | 6.94 |     ~|     ~|A5             |  16|   0
2592 |   1572.59|GMP 1849                             |GiC|13 01 47.1 +28 00 48         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2593 |   1573.03|2MASS J13003111+2823196              |IR |13 00 31.11 +28 23 19.7      |     ~|18.100|     ~|17.200|     ~|~              |   1|   0
2594 |   1574.14|TYC 1995-1161-1                      |*  |13 00 04.1346 +28 24 50.863  |     ~|12.76 |11.99 |12.87 |     ~|G6III          |   0|   0
2595 |   1574.51|GMP 2671                             |G  |13 00 26.6 +27 33 58         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2596 |   1574.56|GMP 4290                             |G  |12 58 24.5 +28 17 23         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2597 |   1574.60|GMP 3455                             |G  |12 59 26.9 +28 24 38         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2598 |   1574.62|CAIRNS J130043.98+273536.7           |GiC|13 00 43.98 +27 35 36.7      |     ~|     ~|     ~|     ~|     ~|~              |   4|   0
2599 |   1575.37|2XMM J125932.7+282451                |X  |12 59 32.693 +28 24 51.09    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2600 |   1575.60|[ZEH2003] RX J1300.3+2823 3          |?  |13 00 20.9 +28 24 07         |     ~|20.3  |     ~|     ~|     ~|~              |   1|   0
2601 |   1575.79|GMP 3416                             |G  |12 59 29.4 +28 24 45         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2602 |   1576.09|NAME X Comae Galaxy                  |Sy1|13 00 22.1658 +28 24 02.713  |     ~|17.23 |16.65 |     ~|     ~|~              |  42|   0
2603 |   1576.42|QSO B1258+2835                       |QSO|13 01 00.8583 +28 19 44.753  |     ~|17.60 |17.40 |16.800|     ~|~              |  24|   0
2604 |   1577.21|GMP 4077                             |G  |12 58 40.609 +28 20 24.90    |     ~|20.27 |19.08 |18.37 |17.83 |~              |   2|   0
2605 |   1578.16|GMP 2027                             |G  |13 01 28.9 +28 13 06         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2606 |   1578.31|[ABD2005] G7                         |GrG|13 01 47.4 +28 01 10         |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2607 |   1579.20|[APD2000] J130021.1+282410           |IR |13 00 21.1 +28 24 10         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2608 |   1579.74|Weis 63989                           |*  |13 01 01.7 +27 38 02         |     ~|14.25 |13.67 |     ~|     ~|F9II-III       |   0|   0
2609 |   1580.91|[BRB98] 1256+281                     |GiC|12 58 00.0 +27 48 00         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2610 |   1581.67|CAIRNS J130024.86+273342.9           |GiC|13 00 24.86 +27 33 42.9      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2611 |   1582.55|QSO B1255+282                        |QSO|12 57 49.3 +27 59 47         |     ~|20.76 |20.41 |     ~|     ~|~              |   2|   0
2612 |   1583.53|GMP 3179                             |G  |12 59 45.6 +28 25 13         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2613 |   1583.62|GMP 3669                             |GiC|12 59 12.341 +28 23 58.90    |     ~|19.04 |18.17 |17.93 |17.61 |~              |   2|   0
2614 |   1585.93|GMP 4079                             |G  |12 58 41.0 +27 37 03         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2615 |   1586.18|2XMM J130014.6+282438                |AG?|13 00 14.727 +28 24 38.41    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2616 |   1587.27|CAIRNS J125748.89+275918.1           |GiC|12 57 48.89 +27 59 18.1      |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2617 |   1588.69|2MASX J13001914+2733135              |GiC|13 00 19.146 +27 33 13.56    |     ~|14    |     ~|     ~|     ~|~              |  20|   0
2618 |   1588.74|GMP 2941                             |G  |13 00 06.1 +28 25 02         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2619 |   1589.19|2XMM J130011.1+282450                |X  |13 00 11.208 +28 24 51.09    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2620 |   1589.80|2XMM J130036.6+282308                |X  |13 00 36.624 +28 23 08.07    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2621 |   1590.69|2MFGC 10318                          |GiC|13 00 35.687 +27 34 26.64    |     ~|15.5  |     ~|     ~|     ~|~              |  22|   0
2622 |   1591.67|CAIRNS J125854.26+282229.6           |GiC|12 58 54.26 +28 22 29.6      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2623 |   1592.10|[HHM2010] 194.59988+27.66736         |G  |12 58 23.969 +27 40 02.45    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2624 |   1592.57|[VBT2012] 194.591433+28.287286       |vid|12 58 21.944 +28 17 14.23    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2625 |   1592.99|[APD2000] J130030.3+282346           |G  |13 00 30.1 +28 23 46         |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2626 |   1594.01|GMP 4543                             |G  |12 57 58.7 +28 09 39         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2627 |   1594.19|GMP 4157                             |G  |12 58 34.8 +27 37 53         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2628 |   1594.49|GMP 1861                             |G  |13 01 46.3 +27 53 13         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2629 |   1594.51|2XMM J125752.9+280608                |AG?|12 57 52.916 +28 06 09.03    |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2630 |   1594.54|GMP 4620                             |G  |12 57 50.96 +27 53 21.4      |     ~|20.70 |     ~|     ~|     ~|~              |   0|   0
2631 |   1594.72|SN 2012ha                            |SN*|13 00 36.10 +27 34 24.6      |     ~|     ~|     ~|     ~|     ~|SNIa           |   0|   1
2632 |   1595.59|CAIRNS J125835.92+273739.7           |GiC|12 58 35.92 +27 37 39.8      |     ~|     ~|     ~|     ~|     ~|~              |   3|   0
2633 |   1596.78|GMP 2044                             |G  |13 01 27.5 +28 14 07         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2634 |   1598.27|GMP 1819                             |G  |13 01 49.3 +27 58 05         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2635 |   1598.27|2MASS J13005629+2820548              |Q? |13 00 56.30 +28 20 54.9      |     ~|18.50 |18.25 |17.300|     ~|~              |   0|   0
2636 |   1600.87|[APD2000] J130101.3+282011           |IR |13 01 01.3 +28 20 11         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2637 |   1601.25|LEDA 126846                          |GiC|12 57 57.23 +27 48 33.4      |     ~|     ~|     ~|     ~|     ~|~              |   2|   0
2638 |   1603.21|GMP 2023                             |G  |13 01 29.1 +27 43 57         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2639 |   1603.38|[ZEH2003] RX J1300.3+2823 4          |?  |13 00 20.3 +28 24 38         |     ~|20.1  |     ~|     ~|     ~|~              |   1|   0
2640 |   1603.60|EXSS 1256.9+2841                     |X  |12 59 24.0 +28 25 00         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2641 |   1603.93|2MASX J13011519+2740091              |GiC|13 01 15.190 +27 40 09.20    |17.79 |     ~|16.61 |     ~|     ~|~              |   7|   0
2642 |   1604.19|5C 4.112b                            |Rad|13 01 10.909 +28 18 29.47    |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2643 |   1604.34|USNO-A1.0 1125-06713903              |*  |13 01 19.0 +28 16 41         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2644 |   1604.86|SDSSCGB 19461.1                      |G  |13 01 32.304 +28 12 44.36    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2645 |   1605.35|GMP 3266                             |G  |12 59 39.8 +27 32 09         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2646 |   1605.76|FOCA 0728-435                        |G  |13 01 21.7 +27 41 42         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2647 |   1605.88|GMP 3888                             |G  |12 58 56.5 +28 23 00         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2648 |   1606.08|[K94] 125527.75+282222.3             |Rad|12 57 52.2 +28 06 18         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2649 |   1606.22|[K94] 125607.16+275415.9             |Rad|12 58 32.21 +27 38 05.0      |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2650 |   1606.32|GMP 4627                             |G  |12 57 50.1 +28 04 28         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2651 |   1607.10|2MASX J12575059+2752454              |GiG|12 57 50.596 +27 52 45.46    |     ~|15.3  |     ~|     ~|     ~|~              |  15|   0
2652 |   1607.36|2MASS J13010118+2820201              |IR |13 01 01.19 +28 20 20.2      |     ~|15.700|     ~|15.400|     ~|~              |   1|   0
2653 |   1607.52|SDSSCGB 19461.2                      |G  |13 01 32.409 +28 12 47.19    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2654 |   1608.18|TYC 1995-562-1                       |*  |12 58 24.9425 +27 39 27.421  |     ~|11.72 |11.52 |     ~|     ~|A7             |   1|   0
2655 |   1609.02|GMP 4191                             |G  |12 58 32.0 +28 19 39         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2656 |   1609.34|GMP 3007                             |GiC|13 00 01.8 +28 25 30         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2657 |   1609.58|SDSSCGB 19461                        |CGG|13 01 32.6 +28 12 47         |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2658 |   1610.99|SDSSCGB 19461.3                      |G  |13 01 32.952 +28 12 42.02    |     ~|     ~|     ~|     ~|     ~|~              |   1|   0
2659 |   1612.11|CAIRNS J125906.38+273338.9           |GiC|12 59 06.38 +27 33 38.9      |     ~|19.34 |     ~|17.86 |     ~|~              |   3|   0
2660 |   1612.83|GMP 4924                             |G  |12 57 54.0 +28 07 54         |     ~|     ~|     ~|     ~|     ~|~              |   0|   0
2661 |   1612.91|[ZEH2003] RX J1300.3+2823 5          |?  |13 00 21.1 +28 24 45         |     ~|19.0  |     ~|     ~|     ~|~              |   1|   0
2662 |   1613.67|[APD2000] J130104.3+281956           |IR |13 01 04.340 +28 19 56.20    |     ~|20.22 |19.40 |18.91 |18.55 |~              |   2|   0
