C.D.S.  -  SIMBAD4 rel 1.6  -  2018.05.13CEST19:32:07

*
-

Number of objects : 10000  (truncated to 10000 objects)

  #  |                 typed ident                  |                  identifier                  |typ|  coord1 (ICRS,J2000/2000)   |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
-----|----------------------------------------------|----------------------------------------------|---|-----------------------------|------|------|------|------|------|---------------------|----|----
149  |[MJ2006] J091957.3+510421.0                   |[MJ2006] J091957.3+510421.0                   |G  |09 19 57.3 +51 04 21         |     ~|     ~|     ~|19.8  |     ~|~                    |   1|   0
150  |[MJ2006] J100254.4+681001.3                   |[MJ2006] J100254.4+681001.3                   |G  |10 02 54.4 +68 10 01         |     ~|     ~|     ~|20.8  |     ~|~                    |   1|   0
151  |[ZDC2006] Condensation 2 Cluster              |[ZDC2006] Condensation 2 Cluster              |Cl*|13 40 53.4 -61 45 53         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
152  |[OIC2004] SDSS J1335+0118 G                   |[OIC2004] SDSS J1335+0118 G                   |G  |13 35 34.79 +01 18 05.5      |     ~|     ~|     ~|     ~|     ~|~                    |   4|   1
153  |[MJ2006] J041725.3-055527.8                   |[MJ2006] J041725.3-055527.8                   |G  |04 17 25.3 -05 55 28         |     ~|     ~|     ~|21.4  |     ~|~                    |   1|   0
154  |[TOG2006] R6                                  |[TOG2006] R6                                  |Rad|06 08 31.39 +20 39 02.1      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
155  |Gunn Ton 256B                                 |Gunn Ton 256B                                 |G  |No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   0|   0
156  |[FDS2009] B1-C2S                              |[FDS2009] B1-C2S                              |cor|16 27 13.1 -24 30 50         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
157  |[MJ2006] J011023.4-021934.8                   |[MJ2006] J011023.4-021934.8                   |G  |01 10 23.4 -02 19 35         |     ~|     ~|     ~|18.1  |     ~|~                    |   2|   0
158  |[MJ2006] J234649.3+093157.4                   |[MJ2006] J234649.3+093157.4                   |G  |23 46 49.3 +09 31 57         |     ~|     ~|     ~|18.1  |     ~|~                    |   1|   0
159  |[MJ2006] J234624.5+092845.4                   |[MJ2006] J234624.5+092845.4                   |G  |23 46 24.5 +09 28 45         |     ~|     ~|     ~|21.3  |     ~|~                    |   1|   0
160  |[SSK2002b] ERO J003707                        |[SKS2005] A68 C0                              |G  |00 37 08.0 +09 09 30         |     ~|     ~|     ~|     ~|     ~|~                    |   5|   1
161  |[MJ2006] J091941.1+510613.4                   |[MJ2006] J091941.1+510613.4                   |G  |09 19 41.1 +51 06 13         |     ~|     ~|     ~|21.0  |     ~|~                    |   1|   0
162  |[MJ2006] J091957.8+510810.7                   |[MJ2006] J091957.8+510810.7                   |G  |09 19 57.8 +51 08 11         |     ~|     ~|     ~|19.2  |     ~|~                    |   1|   0
163  |[SM2006] W22496                               |[SM2006] W22496                               |V* |01 34 21.60 +30 31 36.3      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
164  |[MJ2006] J214822.1+065821.8                   |[MJ2006] J214822.1+065821.8                   |G  |21 48 22.1 +06 58 22         |     ~|     ~|     ~|23.0  |     ~|~                    |   1|   0
165  |[MJ2006] J011028.7-022111.5                   |[MJ2006] J011028.7-022111.5                   |G  |01 10 28.7 -02 21 12         |     ~|     ~|     ~|20.9  |     ~|~                    |   2|   0
166  |[MJ2006] J225401.2+160704.2                   |[MJ2006] J225401.2+160704.2                   |G  |22 54 01.2 +16 07 04         |     ~|     ~|     ~|20.8  |     ~|~                    |   1|   0
167  |[LGH99] MS 0451.6-0305 FG                     |[LGH99] MS 0451.6-0305 FG                     |G  |No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
168  |[MJ2006] J002656.7+224009.3                   |[MJ2006] J002656.7+224009.3                   |G  |00 26 56.7 +22 40 09         |     ~|     ~|     ~|20.2  |     ~|~                    |   1|   0
169  |[GPM2009] PHL293B                             |[GPM2009] PHL293B                             |EmG|22 30 36.8 -00 06 37         |     ~|     ~|     ~|     ~|     ~|~                    |  11|   1
170  |[MJ2006] J012513.6-000328.4                   |[MJ2006] J012513.6-000328.4                   |G  |01 25 13.6 -00 03 28         |     ~|     ~|     ~|19.0  |     ~|~                    |   1|   0
171  |[MT2004] Arm                                  |[MT2004] Arm                                  |PoG|20 34 51.20 +60 09 28.4      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
172  |[MJ2006] J091946.0+510902.7                   |[MJ2006] J091946.0+510902.7                   |G  |09 19 46.0 +51 09 03         |     ~|     ~|     ~|21.7  |     ~|~                    |   1|   0
173  |[MJ2006] J012511.9-000346.9                   |[MJ2006] J012511.9-000346.9                   |G  |01 25 11.9 -00 03 47         |     ~|     ~|     ~|19.9  |     ~|~                    |   1|   0
174  |[BPR2007] Arp 222 Diffuse                     |[BPR2007] Arp 222 Diffuse                     |X  |23 39 53.67 -12 17 31.6      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
175  |[RVR2003] smm                                 |[RVR2003] smm                                 |smm|03 05 47.38 +35 25 15.0      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
176  |[LLS93] J1549+3047 Einstein Ring              |[LLS93] J1549+3047 Einstein Ring              |LeI|15 49 12.3 +30 47 16         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
177  |[PTG2005] com-Anon 1                          |[PTG2005] com-Anon 1                          |*  |11 09 44.6 -77 31 06         |     ~|     ~|     ~|     ~|     ~|~                    |   2|   1
178  |[MJ2006] J234243.9-032316.7                   |[MJ2006] J234243.9-032316.7                   |G  |23 42 43.9 -03 23 17         |     ~|     ~|     ~|19.0  |     ~|~                    |   1|   0
179  |[CPA2001] Ring                                |[CPA2001] Ring                                |Rad|19 58 48.0 +31 27 00         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
180  |[CTC2002] VLA-mm                              |[CTC2002] VLA-mm                              |mm |22 56 17.9845 +62 01 49.447  |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
181  |[MJ2006] J012536.7-000803.2                   |[MJ2006] J012536.7-000803.2                   |G  |01 25 36.7 -00 08 03         |     ~|     ~|     ~|18.3  |     ~|~                    |   1|   0
182  |[MJ2006] J214811.4+065726.4                   |[MJ2006] J214811.4+065726.4                   |G  |21 48 11.4 +06 57 26         |     ~|     ~|     ~|19.9  |     ~|~                    |   1|   0
183  |[MJ2006] J234256.1-032425.6                   |[MJ2006] J234256.1-032425.6                   |G  |23 42 56.1 -03 24 26         |     ~|     ~|     ~|18.7  |     ~|~                    |   1|   0
184  |[PSB2010] UCHII                               |[PSB2010] UCHII                               |HII|00 14 28.10 +64 28 46.5      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
185  |[MJ2006] J234621.3+092838.8                   |[MJ2006] J234621.3+092838.8                   |G  |23 46 21.3 +09 28 39         |     ~|     ~|     ~|20.6  |     ~|~                    |   1|   0
186  |[TLL2010] XMMS J173203-344518                 |XMMU J173203.3-344518                         |X  |17 32 03.3 -34 45 18         |     ~|     ~|     ~|     ~|     ~|~                    |  21|   0
187  |[MJ2006] J091935.2+510817.3                   |[MJ2006] J091935.2+510817.3                   |G  |09 19 35.2 +51 08 17         |     ~|     ~|     ~|21.3  |     ~|~                    |   1|   0
188  |[TK2000] B1938 GL                             |[TK2000] B1938 GL                             |G  |No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   7|   1
189  |[MJ2006] J041722.9-055209.7                   |[MJ2006] J041722.9-055209.7                   |G  |04 17 22.9 -05 52 10         |     ~|     ~|     ~|18.2  |     ~|~                    |   1|   0
190  |[MJ2006] J011028.1-021852.4                   |[MJ2006] J011028.1-021852.4                   |G  |01 10 28.1 -02 18 52         |     ~|     ~|     ~|19.6  |     ~|~                    |   2|   0
191  |[MJ2006] J101006.2+413104.5                   |[MJ2006] J101006.2+413104.5                   |G  |10 10 06.2 +41 31 05         |     ~|     ~|     ~|20.0  |     ~|~                    |   1|   0
192  |[MJ2006] J041704.4-055340.9                   |[MJ2006] J041704.4-055340.9                   |G  |04 17 04.4 -05 53 41         |     ~|     ~|     ~|17.4  |     ~|~                    |   1|   0
193  |[CLC98] TC0                                   |[CLC98] TC0                                   |PoC|18 02 06.35 -22 57 13.6      |     ~|     ~|     ~|     ~|     ~|~                    |   5|   0
194  |[MJ2006] J171921.9+480702.9                   |[MJ2006] J171921.9+480702.9                   |G  |17 19 21.9 +48 07 03         |     ~|     ~|     ~|21.6  |     ~|~                    |   1|   0
195  |[SM2006] W31047                               |[SM2006] W31047                               |V* |01 33 15.737 +30 38 21.93    |     ~|18.28 |17.57 |     ~|     ~|~                    |   2|   0
196  |[MJ2006] J002700.0+224250.7                   |[MJ2006] J002700.0+224250.7                   |G  |00 27 00.0 +22 42 51         |     ~|     ~|     ~|21.4  |     ~|~                    |   1|   0
197  |[UTK2005] Lensed G                            |[UTK2005] Lensed G                            |G  |No Coord.                    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
198  |[PBF2006d] Host Galaxy                        |[PBF2006d] Host Galaxy                        |G  |21 23 27.0 -53 02 02         |     ~|     ~|     ~|     ~|     ~|~                    |  15|   1
199  |[WHL96] 0047-2808 lensed G                    |[WHL96] 0047-2808 lensed G                    |LeG|00 49 41.88 -27 52 25.7      |     ~|     ~|     ~|     ~|     ~|~                    |  18|   1
200  |[MJ2006] J234624.2+093116.0                   |[MJ2006] J234624.2+093116.0                   |G  |23 46 24.2 +09 31 16         |     ~|     ~|     ~|21.6  |     ~|~                    |   1|   0
201  |[MJ2006] J012540.7-000735.1                   |[MJ2006] J012540.7-000735.1                   |G  |01 25 40.7 -00 07 35         |     ~|     ~|     ~|19.7  |     ~|~                    |   1|   0
202  |[MJ2006] J101018.1+413114.8                   |[MJ2006] J101018.1+413114.8                   |G  |10 10 18.1 +41 31 15         |     ~|     ~|     ~|18.2  |     ~|~                    |   1|   0
203  |[MJ2006] J092010.0+510636.7                   |[MJ2006] J092010.0+510636.7                   |G  |09 20 10.0 +51 06 37         |     ~|     ~|     ~|19.9  |     ~|~                    |   1|   0
204  |[MJ2006] J171917.6+480525.3                   |[MJ2006] J171917.6+480525.3                   |G  |17 19 17.6 +48 05 25         |     ~|     ~|     ~|19.6  |     ~|~                    |   1|   0
205  |[PEI2004] Galaxy                              |[PEI2004] Galaxy                              |G  |11 55 17.3 +63 46 22         |     ~|     ~|     ~|     ~|     ~|~                    |   3|   1
206  |[MJ2006] J225344.9+160732.0                   |[MJ2006] J225344.9+160732.0                   |G  |22 53 44.9 +16 07 32         |     ~|     ~|     ~|20.2  |     ~|~                    |   1|   0
207  |[MJ2006] J041712.4-055123.9                   |[MJ2006] J041712.4-055123.9                   |G  |04 17 12.4 -05 51 24         |     ~|     ~|     ~|19.1  |     ~|~                    |   1|   0
208  |[MJ2006] J234309.2-032345.3                   |[MJ2006] J234309.2-032345.3                   |G  |23 43 09.2 -03 23 45         |     ~|     ~|     ~|18.6  |     ~|~                    |   1|   0
209  |[GMV2015] ASW0009io9                          |[GMV2015] ASW0009io9                          |G  |02 09 41.27 +00 15 58.4      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   1
210  |[MJ2006] J162009.0+173611.9                   |[MJ2006] J162009.0+173611.9                   |G  |16 20 09.0 +17 36 12         |     ~|     ~|     ~|22.2  |     ~|~                    |   1|   0
211  |[UTH2012] SDF-05M05                           |[UTH2012] SDF-05M05                           |ev |13 23 52.760 +27 43 58.84    |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
212  |[MJ2006] J162035.7+173904.1                   |[MJ2006] J162035.7+173904.1                   |G  |16 20 35.7 +17 39 04         |     ~|     ~|     ~|19.4  |     ~|~                    |   1|   0
213  |[SM2006] W22256                               |[SM2006] W22256                               |V* |01 33 41.18 +30 35 40.8      |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
214  |[MJ2006] J234652.2+093028.7                   |[MJ2006] J234652.2+093028.7                   |G  |23 46 52.2 +09 30 29         |     ~|     ~|     ~|21.4  |     ~|~                    |   1|   0
215  |[RH98b] HII                                   |[RH98b] HII                                   |HII|15 44 20.0 +59 12 06         |     ~|     ~|     ~|     ~|     ~|~                    |   4|   0
216  |[MJ2006] J011023.8-021936.8                   |[MJ2006] J011023.8-021936.8                   |G  |01 10 23.8 -02 19 37         |     ~|     ~|     ~|21.8  |     ~|~                    |   2|   0
217  |[MJ2006] J092013.8+510504.0                   |[MJ2006] J092013.8+510504.0                   |G  |09 20 13.8 +51 05 04         |     ~|     ~|     ~|20.5  |     ~|~                    |   1|   0
218  |[MFH2006] Cl7                                 |[MFH2006] Cl7                                 |Cl*|05 27 21.0 -67 12 52         |     ~|     ~|     ~|     ~|     ~|~                    |   1|   0
219  |[MJ2006] J234303.7-031905.7                   |[MJ2006] J234303.7-031905.7                   |G  |23 43 03.7 -03 19 06         |     ~|     ~|     ~|20.8  |     ~|~                    |   1|   0
220  |[MJ2006] J011003.8-022334.1                   |[MJ2006] J011003.8-022334.1                   |ERO|01 10 03.9 -02 23 37         |     ~|     ~|     ~|19.4  |     ~|~                    |   3|   0
221  |[FW2004] B1                                   |[FW2004] B1                                   |PoG|21 42 25.81 -44 20 17.2      |     ~|     ~|     ~|     ~|     ~|~                    |   2|   1
222  |[MJ2006] J234650.5+092750.9                   |[MJ2006] J234650.5+092750.9                   |G  |23 46 50.5 +09 27 51         |     ~|     ~|     ~|19.8  |     ~|~                    |   1|   0
223  |[MJ2006] J100354.7+681032.3                   |[MJ2006] J100354.7+681032.3                   |G  |10 03 54.7 +68 10 32         |     ~|     ~|     ~|19.3  |     ~|~                    |   1|   0
224  |[TLF2006] 123                                 |[TLF2006] 123                                 |*  |05 39 41.900 -69 46 11.52    |     ~|     ~|     ~|     ~|     ~|~                    |   2|   0
